Gene	ID	group_name
CAGL0E00385g	GO:0016462	pyrophosphatase activity
CAGL0E00385g	GO:0016787	hydrolase activity
CAGL0E00385g	GO:0016817	hydrolase activity, acting on acid anhydrides
CAGL0E00385g	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
CAGL0E00385g	GO:0016887	ATP hydrolysis activity
CAGL0E00385g	GO:0017076	purine nucleotide binding
CAGL0E00385g	GO:0017111	nucleoside-triphosphatase activity
CAGL0E00385g	GO:0022804	active transmembrane transporter activity
CAGL0E00385g	GO:0022857	transmembrane transporter activity
CAGL0E00385g	GO:0030554	adenyl nucleotide binding
CAGL0E00385g	GO:0032553	ribonucleotide binding
CAGL0E00385g	GO:0032555	purine ribonucleotide binding
CAGL0E00385g	GO:0032559	adenyl ribonucleotide binding
CAGL0E00385g	GO:0035639	purine ribonucleoside triphosphate binding
CAGL0E00385g	GO:0036094	small molecule binding
CAGL0E00385g	GO:0042626	ATPase-coupled transmembrane transporter activity
CAGL0E00385g	GO:0043167	ion binding
CAGL0E00385g	GO:0043168	anion binding
CAGL0E00385g	GO:0097367	carbohydrate derivative binding
CAGL0E00385g	GO:0140359	ABC-type transporter activity
CAGL0E00385g	GO:0140657	ATPase-dependent activity
CAGL0E00385g	GO:1901265	nucleoside phosphate binding
CAGL0E00429g	GO:0004012	ATPase-coupled intramembrane lipid transporter activity
CAGL0E00429g	GO:0005215	transporter activity
CAGL0E00429g	GO:0005319	lipid transporter activity
CAGL0E00429g	GO:0140303	intramembrane lipid transporter activity
CAGL0E00429g	GO:0140657	ATPase-dependent activity
CAGL0E00451g	GO:0001671	ATPase activator activity
CAGL0E00451g	GO:0098772	molecular function regulator
CAGL0E00473g	GO:0000166	nucleotide binding
CAGL0E00473g	GO:0000217	DNA secondary structure binding
CAGL0E00473g	GO:0000403	Y-form DNA binding
CAGL0E00473g	GO:0000404	heteroduplex DNA loop binding
CAGL0E00473g	GO:0000406	double-strand/single-strand DNA junction binding
CAGL0E00473g	GO:0003676	nucleic acid binding
CAGL0E00473g	GO:0003677	DNA binding
CAGL0E00473g	GO:0003690	double-stranded DNA binding
CAGL0E00473g	GO:0005524	ATP binding
CAGL0E00473g	GO:0017076	purine nucleotide binding
CAGL0E00473g	GO:0030554	adenyl nucleotide binding
CAGL0E00473g	GO:0030983	mismatched DNA binding
CAGL0E00473g	GO:0032135	DNA insertion or deletion binding
CAGL0E00473g	GO:0032553	ribonucleotide binding
CAGL0E00473g	GO:0032555	purine ribonucleotide binding
CAGL0E00473g	GO:0032559	adenyl ribonucleotide binding
CAGL0E00473g	GO:0035639	purine ribonucleoside triphosphate binding
CAGL0E00473g	GO:0036094	small molecule binding
CAGL0E00473g	GO:0043167	ion binding
CAGL0E00473g	GO:0043168	anion binding
CAGL0E00473g	GO:0097367	carbohydrate derivative binding
CAGL0E00473g	GO:1901265	nucleoside phosphate binding
CAGL0E00517g	GO:0003676	nucleic acid binding
CAGL0E00517g	GO:0003677	DNA binding
CAGL0E00539g	GO:0005515	protein binding
CAGL0E00561g	GO:0003712	transcription coregulator activity
CAGL0E00561g	GO:0003714	transcription corepressor activity
CAGL0E00561g	GO:0005515	protein binding
CAGL0E00561g	GO:0005543	phospholipid binding
CAGL0E00561g	GO:0008289	lipid binding
CAGL0E00561g	GO:0019899	enzyme binding
CAGL0E00561g	GO:0035091	phosphatidylinositol binding
CAGL0E00561g	GO:0036033	mediator complex binding
CAGL0E00561g	GO:0042393	histone binding
CAGL0E00561g	GO:0042826	histone deacetylase binding
CAGL0E00561g	GO:0043167	ion binding
CAGL0E00561g	GO:0043168	anion binding
CAGL0E00561g	GO:0044877	protein-containing complex binding
CAGL0E00561g	GO:0080025	phosphatidylinositol-3,5-bisphosphate binding
CAGL0E00561g	GO:0140110	transcription regulator activity
CAGL0E00561g	GO:1901981	phosphatidylinositol phosphate binding
CAGL0E00561g	GO:1902936	phosphatidylinositol bisphosphate binding
CAGL0E00583g	GO:0009055	electron transfer activity
CAGL0E00583g	GO:0015035	protein-disulfide reductase activity
CAGL0E00583g	GO:0015036	disulfide oxidoreductase activity
CAGL0E00583g	GO:0016491	oxidoreductase activity
CAGL0E00583g	GO:0016667	oxidoreductase activity, acting on a sulfur group of donors
CAGL0E00583g	GO:0140096	catalytic activity, acting on a protein
CAGL0E00627g	GO:0003712	transcription coregulator activity
CAGL0E00627g	GO:0003713	transcription coactivator activity
CAGL0E00627g	GO:0140110	transcription regulator activity
CAGL0E00649g	GO:0004721	phosphoprotein phosphatase activity
CAGL0E00649g	GO:0004722	protein serine/threonine phosphatase activity
CAGL0E00649g	GO:0004724	protein serine/threonine phosphatase activity
CAGL0E00649g	GO:0004741	[pyruvate dehydrogenase (lipoamide)] phosphatase activity
CAGL0E00649g	GO:0016787	hydrolase activity
CAGL0E00649g	GO:0016788	hydrolase activity, acting on ester bonds
CAGL0E00649g	GO:0016791	phosphatase activity
CAGL0E00649g	GO:0042578	phosphoric ester hydrolase activity
CAGL0E00649g	GO:0140096	catalytic activity, acting on a protein
CAGL0E00671g	GO:0005515	protein binding
CAGL0E00671g	GO:0016874	ligase activity
CAGL0E00671g	GO:0016879	ligase activity, forming carbon-nitrogen bonds
CAGL0E00671g	GO:0016881	acid-amino acid ligase activity
CAGL0E00693g	GO:0004402	histone acetyltransferase activity
CAGL0E00693g	GO:0008080	N-acetyltransferase activity
CAGL0E00693g	GO:0016407	acetyltransferase activity
CAGL0E00693g	GO:0016410	N-acyltransferase activity
CAGL0E00693g	GO:0016740	transferase activity
CAGL0E00693g	GO:0016746	acyltransferase activity
CAGL0E00693g	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups
CAGL0E00693g	GO:0034212	peptide N-acetyltransferase activity
CAGL0E00693g	GO:0061733	peptide-lysine-N-acetyltransferase activity
CAGL0E00693g	GO:0140096	catalytic activity, acting on a protein
CAGL0E00715g	GO:0003735	structural constituent of ribosome
CAGL0E00715g	GO:0005198	structural molecule activity
CAGL0E00737g	GO:0000217	DNA secondary structure binding
CAGL0E00737g	GO:0000400	four-way junction DNA binding
CAGL0E00737g	GO:0003676	nucleic acid binding
CAGL0E00737g	GO:0003677	DNA binding
CAGL0E00737g	GO:0003690	double-stranded DNA binding
CAGL0E00737g	GO:0008301	DNA binding, bending
CAGL0E00737g	GO:0043565	sequence-specific DNA binding
CAGL0E00759g	GO:0000823	inositol-1,4,5-trisphosphate 6-kinase activity
CAGL0E00759g	GO:0000824	inositol tetrakisphosphate 3-kinase activity
CAGL0E00759g	GO:0000825	inositol tetrakisphosphate 6-kinase activity
CAGL0E00759g	GO:0000827	inositol-1,3,4,5,6-pentakisphosphate kinase activity
CAGL0E00759g	GO:0008440	inositol-1,4,5-trisphosphate 3-kinase activity
CAGL0E00759g	GO:0016301	kinase activity
CAGL0E00759g	GO:0016740	transferase activity
CAGL0E00759g	GO:0016772	transferase activity, transferring phosphorus-containing groups
CAGL0E00759g	GO:0016773	phosphotransferase activity, alcohol group as acceptor
CAGL0E00759g	GO:0016776	phosphotransferase activity, phosphate group as acceptor
CAGL0E00759g	GO:0030674	protein-macromolecule adaptor activity
CAGL0E00759g	GO:0035004	phosphatidylinositol 3-kinase activity
CAGL0E00759g	GO:0051765	inositol tetrakisphosphate kinase activity
CAGL0E00759g	GO:0051766	inositol trisphosphate kinase activity
CAGL0E00759g	GO:0060090	molecular adaptor activity
CAGL0E00781g	GO:0000166	nucleotide binding
CAGL0E00781g	GO:0003676	nucleic acid binding
CAGL0E00781g	GO:0003723	RNA binding
CAGL0E00781g	GO:0003747	translation release factor activity
CAGL0E00781g	GO:0003924	GTPase activity
CAGL0E00781g	GO:0005525	GTP binding
CAGL0E00781g	GO:0008079	translation termination factor activity
CAGL0E00781g	GO:0008135	translation factor activity, RNA binding
CAGL0E00781g	GO:0016462	pyrophosphatase activity
CAGL0E00781g	GO:0016787	hydrolase activity
CAGL0E00781g	GO:0016817	hydrolase activity, acting on acid anhydrides
CAGL0E00781g	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
CAGL0E00781g	GO:0017076	purine nucleotide binding
CAGL0E00781g	GO:0017111	nucleoside-triphosphatase activity
CAGL0E00781g	GO:0019001	guanyl nucleotide binding
CAGL0E00781g	GO:0032553	ribonucleotide binding
CAGL0E00781g	GO:0032555	purine ribonucleotide binding
CAGL0E00781g	GO:0032561	guanyl ribonucleotide binding
CAGL0E00781g	GO:0035639	purine ribonucleoside triphosphate binding
CAGL0E00781g	GO:0036094	small molecule binding
CAGL0E00781g	GO:0043167	ion binding
CAGL0E00781g	GO:0043168	anion binding
CAGL0E00781g	GO:0045182	translation regulator activity
CAGL0E00781g	GO:0090079	translation regulator activity, nucleic acid binding
CAGL0E00781g	GO:0097367	carbohydrate derivative binding
CAGL0E00781g	GO:1901265	nucleoside phosphate binding
CAGL0E00825r	GO:0003676	nucleic acid binding
CAGL0E00825r	GO:0003723	RNA binding
CAGL0E00825r	GO:0003729	mRNA binding
CAGL0E00825r	GO:0030533	triplet codon-amino acid adaptor activity
CAGL0E00825r	GO:0033427	CAA codon-amino acid adaptor activity
CAGL0E00825r	GO:0060090	molecular adaptor activity
CAGL0E00847g	GO:0005085	guanyl-nucleotide exchange factor activity
CAGL0E00847g	GO:0005086	guanyl-nucleotide exchange factor activity
CAGL0E00847g	GO:0005096	GTPase activator activity
CAGL0E00847g	GO:0008047	enzyme activator activity
CAGL0E00847g	GO:0030234	enzyme regulator activity
CAGL0E00847g	GO:0030695	GTPase regulator activity
CAGL0E00847g	GO:0060589	nucleoside-triphosphatase regulator activity
CAGL0E00847g	GO:0098772	molecular function regulator
CAGL0E00891g	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
CAGL0E00891g	GO:0001216	DNA-binding transcription activator activity
CAGL0E00891g	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific
CAGL0E00891g	GO:0003676	nucleic acid binding
CAGL0E00891g	GO:0003677	DNA binding
CAGL0E00891g	GO:0003700	DNA-binding transcription factor activity
CAGL0E00891g	GO:0043565	sequence-specific DNA binding
CAGL0E00891g	GO:0140110	transcription regulator activity
CAGL0E00913g	GO:0005515	protein binding
CAGL0E00913g	GO:0019899	enzyme binding
CAGL0E00913g	GO:0019900	kinase binding
CAGL0E00913g	GO:0019901	protein kinase binding
CAGL0E00913g	GO:0031072	heat shock protein binding
CAGL0E00913g	GO:0051082	unfolded protein binding
CAGL0E00935g	GO:0003682	chromatin binding
CAGL0E00935g	GO:0032947	molecular adaptor activity
CAGL0E00979g	GO:0003676	nucleic acid binding
CAGL0E00979g	GO:0005515	protein binding
CAGL0E00979g	GO:0008168	methyltransferase activity
CAGL0E00979g	GO:0008173	RNA methyltransferase activity
CAGL0E00979g	GO:0008175	tRNA methyltransferase activity
CAGL0E00979g	GO:0008176	tRNA (guanine-N7-)-methyltransferase activity
CAGL0E00979g	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
CAGL0E00979g	GO:0016423	tRNA (guanine) methyltransferase activity
CAGL0E00979g	GO:0016740	transferase activity
CAGL0E00979g	GO:0016741	transferase activity, transferring one-carbon groups
CAGL0E00979g	GO:0140098	catalytic activity, acting on RNA
CAGL0E00979g	GO:0140101	catalytic activity, acting on a tRNA
CAGL0E00979g	GO:0140640	catalytic activity, acting on a nucleic acid
CAGL0E01001g	GO:0000149	SNARE binding
CAGL0E01001g	GO:0005515	protein binding
CAGL0E01023g	GO:0003676	nucleic acid binding
CAGL0E01023g	GO:0003723	RNA binding
CAGL0E01045g	GO:0005515	protein binding
CAGL0E01045g	GO:0008047	enzyme activator activity
CAGL0E01045g	GO:0019207	kinase regulator activity
CAGL0E01045g	GO:0019209	kinase activator activity
CAGL0E01045g	GO:0019887	protein kinase regulator activity
CAGL0E01045g	GO:0030234	enzyme regulator activity
CAGL0E01045g	GO:0030295	protein kinase activator activity
CAGL0E01045g	GO:0030674	protein-macromolecule adaptor activity
CAGL0E01045g	GO:0060090	molecular adaptor activity
CAGL0E01045g	GO:0098772	molecular function regulator
CAGL0E01067g	GO:0005515	protein binding
CAGL0E01133g	GO:0000166	nucleotide binding
CAGL0E01133g	GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity
CAGL0E01133g	GO:0004073	aspartate-semialdehyde dehydrogenase activity
CAGL0E01133g	GO:0005515	protein binding
CAGL0E01133g	GO:0016491	oxidoreductase activity
CAGL0E01133g	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
CAGL0E01133g	GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors
CAGL0E01133g	GO:0036094	small molecule binding
CAGL0E01133g	GO:0046983	protein dimerization activity
CAGL0E01133g	GO:0050661	NADP binding
CAGL0E01133g	GO:0051287	NAD binding
CAGL0E01133g	GO:1901265	nucleoside phosphate binding
CAGL0E01155g	GO:0001054	RNA polymerase I activity
CAGL0E01155g	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
CAGL0E01155g	GO:0016740	transferase activity
CAGL0E01155g	GO:0016772	transferase activity, transferring phosphorus-containing groups
CAGL0E01155g	GO:0016779	nucleotidyltransferase activity
CAGL0E01155g	GO:0034062	5'-3' RNA polymerase activity
CAGL0E01155g	GO:0097747	RNA polymerase activity
CAGL0E01155g	GO:0140098	catalytic activity, acting on RNA
CAGL0E01155g	GO:0140640	catalytic activity, acting on a nucleic acid
CAGL0E01177g	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
CAGL0E01177g	GO:0008144	drug binding
CAGL0E01177g	GO:0016018	cyclosporin A binding
CAGL0E01177g	GO:0016853	isomerase activity
CAGL0E01177g	GO:0016859	cis-trans isomerase activity
CAGL0E01177g	GO:0033218	amide binding
CAGL0E01177g	GO:0042277	peptide binding
CAGL0E01177g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01199g	GO:0005543	phospholipid binding
CAGL0E01199g	GO:0008289	lipid binding
CAGL0E01199g	GO:0035091	phosphatidylinositol binding
CAGL0E01199g	GO:0043167	ion binding
CAGL0E01199g	GO:0043168	anion binding
CAGL0E01199g	GO:0080025	phosphatidylinositol-3,5-bisphosphate binding
CAGL0E01199g	GO:1901981	phosphatidylinositol phosphate binding
CAGL0E01199g	GO:1902936	phosphatidylinositol bisphosphate binding
CAGL0E01221g	GO:0005515	protein binding
CAGL0E01243g	GO:0003676	nucleic acid binding
CAGL0E01243g	GO:0008270	zinc ion binding
CAGL0E01243g	GO:0043167	ion binding
CAGL0E01243g	GO:0043169	cation binding
CAGL0E01243g	GO:0046872	metal ion binding
CAGL0E01243g	GO:0046914	transition metal ion binding
CAGL0E01265g	GO:0005515	protein binding
CAGL0E01265g	GO:0005543	phospholipid binding
CAGL0E01265g	GO:0008289	lipid binding
CAGL0E01287g	GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity
CAGL0E01287g	GO:0016417	S-acyltransferase activity
CAGL0E01287g	GO:0016740	transferase activity
CAGL0E01287g	GO:0016746	acyltransferase activity
CAGL0E01287g	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups
CAGL0E01287g	GO:0016748	succinyltransferase activity
CAGL0E01287g	GO:0016751	S-succinyltransferase activity
CAGL0E01287g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01309g	GO:0004103	choline kinase activity
CAGL0E01309g	GO:0004305	ethanolamine kinase activity
CAGL0E01309g	GO:0016301	kinase activity
CAGL0E01309g	GO:0016740	transferase activity
CAGL0E01309g	GO:0016772	transferase activity, transferring phosphorus-containing groups
CAGL0E01309g	GO:0016773	phosphotransferase activity, alcohol group as acceptor
CAGL0E01331g	GO:0000976	transcription cis-regulatory region binding
CAGL0E01331g	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
CAGL0E01331g	GO:0001012	RNA polymerase II transcription regulatory region sequence-specific DNA binding
CAGL0E01331g	GO:0001067	transcription regulatory region nucleic acid binding
CAGL0E01331g	GO:0003676	nucleic acid binding
CAGL0E01331g	GO:0003677	DNA binding
CAGL0E01331g	GO:0003690	double-stranded DNA binding
CAGL0E01331g	GO:0003700	DNA-binding transcription factor activity
CAGL0E01331g	GO:0036033	mediator complex binding
CAGL0E01331g	GO:0043565	sequence-specific DNA binding
CAGL0E01331g	GO:0044877	protein-containing complex binding
CAGL0E01331g	GO:0140110	transcription regulator activity
CAGL0E01331g	GO:1990837	sequence-specific double-stranded DNA binding
CAGL0E01353g	GO:0000006	high-affinity zinc transmembrane transporter activity
CAGL0E01353g	GO:0005215	transporter activity
CAGL0E01353g	GO:0005385	zinc ion transmembrane transporter activity
CAGL0E01353g	GO:0008324	cation transmembrane transporter activity
CAGL0E01353g	GO:0015075	ion transmembrane transporter activity
CAGL0E01353g	GO:0015318	inorganic molecular entity transmembrane transporter activity
CAGL0E01353g	GO:0022857	transmembrane transporter activity
CAGL0E01353g	GO:0022890	inorganic cation transmembrane transporter activity
CAGL0E01353g	GO:0046873	metal ion transmembrane transporter activity
CAGL0E01353g	GO:0046915	transition metal ion transmembrane transporter activity
CAGL0E01397g	GO:0001102	RNA polymerase II-specific DNA-binding transcription factor binding
CAGL0E01397g	GO:0003682	chromatin binding
CAGL0E01397g	GO:0005515	protein binding
CAGL0E01397g	GO:0008134	transcription factor binding
CAGL0E01397g	GO:0017025	TBP-class protein binding
CAGL0E01397g	GO:0032947	molecular adaptor activity
CAGL0E01397g	GO:0046982	protein heterodimerization activity
CAGL0E01397g	GO:0046983	protein dimerization activity
CAGL0E01397g	GO:0140296	general transcription initiation factor binding
CAGL0E01397g	GO:0140297	DNA-binding transcription factor binding
CAGL0E01419g	GO:0004175	endopeptidase activity
CAGL0E01419g	GO:0004190	aspartic-type endopeptidase activity
CAGL0E01419g	GO:0008233	peptidase activity
CAGL0E01419g	GO:0016787	hydrolase activity
CAGL0E01419g	GO:0070001	aspartic-type peptidase activity
CAGL0E01419g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01441g	GO:0004842	ubiquitin-protein transferase activity
CAGL0E01441g	GO:0008270	zinc ion binding
CAGL0E01441g	GO:0016740	transferase activity
CAGL0E01441g	GO:0019787	ubiquitin-like protein transferase activity
CAGL0E01441g	GO:0043167	ion binding
CAGL0E01441g	GO:0043169	cation binding
CAGL0E01441g	GO:0046872	metal ion binding
CAGL0E01441g	GO:0046914	transition metal ion binding
CAGL0E01441g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01463g	GO:0000339	RNA cap binding
CAGL0E01463g	GO:0003676	nucleic acid binding
CAGL0E01463g	GO:0003723	RNA binding
CAGL0E01463g	GO:0003729	mRNA binding
CAGL0E01463g	GO:0003743	translation initiation factor activity
CAGL0E01463g	GO:0005543	phospholipid binding
CAGL0E01463g	GO:0008135	translation factor activity, RNA binding
CAGL0E01463g	GO:0008289	lipid binding
CAGL0E01463g	GO:0032266	phosphatidylinositol-3-phosphate binding
CAGL0E01463g	GO:0035091	phosphatidylinositol binding
CAGL0E01463g	GO:0045182	translation regulator activity
CAGL0E01463g	GO:0090079	translation regulator activity, nucleic acid binding
CAGL0E01463g	GO:0098808	mRNA cap binding
CAGL0E01463g	GO:1901981	phosphatidylinositol phosphate binding
CAGL0E01485g	GO:0005515	protein binding
CAGL0E01485g	GO:0008270	zinc ion binding
CAGL0E01485g	GO:0043167	ion binding
CAGL0E01485g	GO:0043169	cation binding
CAGL0E01485g	GO:0046872	metal ion binding
CAGL0E01485g	GO:0046914	transition metal ion binding
CAGL0E01507g	GO:0005215	transporter activity
CAGL0E01507g	GO:0022857	transmembrane transporter activity
CAGL0E01529g	GO:0000166	nucleotide binding
CAGL0E01529g	GO:0003873	6-phosphofructo-2-kinase activity
CAGL0E01529g	GO:0005524	ATP binding
CAGL0E01529g	GO:0008443	phosphofructokinase activity
CAGL0E01529g	GO:0016301	kinase activity
CAGL0E01529g	GO:0016740	transferase activity
CAGL0E01529g	GO:0016772	transferase activity, transferring phosphorus-containing groups
CAGL0E01529g	GO:0016773	phosphotransferase activity, alcohol group as acceptor
CAGL0E01529g	GO:0017076	purine nucleotide binding
CAGL0E01529g	GO:0019200	carbohydrate kinase activity
CAGL0E01529g	GO:0030554	adenyl nucleotide binding
CAGL0E01529g	GO:0032553	ribonucleotide binding
CAGL0E01529g	GO:0032555	purine ribonucleotide binding
CAGL0E01529g	GO:0032559	adenyl ribonucleotide binding
CAGL0E01529g	GO:0035639	purine ribonucleoside triphosphate binding
CAGL0E01529g	GO:0036094	small molecule binding
CAGL0E01529g	GO:0043167	ion binding
CAGL0E01529g	GO:0043168	anion binding
CAGL0E01529g	GO:0097367	carbohydrate derivative binding
CAGL0E01529g	GO:1901265	nucleoside phosphate binding
CAGL0E01551g	GO:0003712	transcription coregulator activity
CAGL0E01551g	GO:0003713	transcription coactivator activity
CAGL0E01551g	GO:0140110	transcription regulator activity
CAGL0E01567g	GO:0004842	ubiquitin-protein transferase activity
CAGL0E01567g	GO:0008270	zinc ion binding
CAGL0E01567g	GO:0016740	transferase activity
CAGL0E01567g	GO:0019787	ubiquitin-like protein transferase activity
CAGL0E01567g	GO:0030674	protein-macromolecule adaptor activity
CAGL0E01567g	GO:0043167	ion binding
CAGL0E01567g	GO:0043169	cation binding
CAGL0E01567g	GO:0046872	metal ion binding
CAGL0E01567g	GO:0046914	transition metal ion binding
CAGL0E01567g	GO:0060090	molecular adaptor activity
CAGL0E01567g	GO:0061630	ubiquitin protein ligase activity
CAGL0E01567g	GO:0061659	ubiquitin-like protein ligase activity
CAGL0E01567g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01573g	GO:0005515	protein binding
CAGL0E01595g	GO:0016740	transferase activity
CAGL0E01595g	GO:0042123	glucanosyltransferase activity
CAGL0E01595g	GO:0042124	1,3-beta-glucanosyltransferase activity
CAGL0E01617g	GO:0005215	transporter activity
CAGL0E01617g	GO:0008324	cation transmembrane transporter activity
CAGL0E01617g	GO:0015075	ion transmembrane transporter activity
CAGL0E01617g	GO:0015095	magnesium ion transmembrane transporter activity
CAGL0E01617g	GO:0015318	inorganic molecular entity transmembrane transporter activity
CAGL0E01617g	GO:0022857	transmembrane transporter activity
CAGL0E01617g	GO:0022890	inorganic cation transmembrane transporter activity
CAGL0E01617g	GO:0046873	metal ion transmembrane transporter activity
CAGL0E01683g	GO:0000166	nucleotide binding
CAGL0E01683g	GO:0004672	protein kinase activity
CAGL0E01683g	GO:0004674	protein serine/threonine kinase activity
CAGL0E01683g	GO:0004713	protein tyrosine kinase activity
CAGL0E01683g	GO:0005524	ATP binding
CAGL0E01683g	GO:0016301	kinase activity
CAGL0E01683g	GO:0016740	transferase activity
CAGL0E01683g	GO:0016772	transferase activity, transferring phosphorus-containing groups
CAGL0E01683g	GO:0016773	phosphotransferase activity, alcohol group as acceptor
CAGL0E01683g	GO:0017076	purine nucleotide binding
CAGL0E01683g	GO:0030554	adenyl nucleotide binding
CAGL0E01683g	GO:0032553	ribonucleotide binding
CAGL0E01683g	GO:0032555	purine ribonucleotide binding
CAGL0E01683g	GO:0032559	adenyl ribonucleotide binding
CAGL0E01683g	GO:0035639	purine ribonucleoside triphosphate binding
CAGL0E01683g	GO:0036094	small molecule binding
CAGL0E01683g	GO:0043167	ion binding
CAGL0E01683g	GO:0043168	anion binding
CAGL0E01683g	GO:0097367	carbohydrate derivative binding
CAGL0E01683g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01683g	GO:1901265	nucleoside phosphate binding
CAGL0E01705g	GO:0016491	oxidoreductase activity
CAGL0E01705g	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors
CAGL0E01705g	GO:0016615	malate dehydrogenase activity
CAGL0E01705g	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
CAGL0E01705g	GO:0030060	L-malate dehydrogenase activity
CAGL0E01727g	GO:0004175	endopeptidase activity
CAGL0E01727g	GO:0004190	aspartic-type endopeptidase activity
CAGL0E01727g	GO:0008233	peptidase activity
CAGL0E01727g	GO:0016787	hydrolase activity
CAGL0E01727g	GO:0070001	aspartic-type peptidase activity
CAGL0E01727g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01749g	GO:0004175	endopeptidase activity
CAGL0E01749g	GO:0004190	aspartic-type endopeptidase activity
CAGL0E01749g	GO:0008233	peptidase activity
CAGL0E01749g	GO:0016787	hydrolase activity
CAGL0E01749g	GO:0070001	aspartic-type peptidase activity
CAGL0E01749g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01771g	GO:0004175	endopeptidase activity
CAGL0E01771g	GO:0004190	aspartic-type endopeptidase activity
CAGL0E01771g	GO:0008233	peptidase activity
CAGL0E01771g	GO:0016787	hydrolase activity
CAGL0E01771g	GO:0070001	aspartic-type peptidase activity
CAGL0E01771g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01793g	GO:0004175	endopeptidase activity
CAGL0E01793g	GO:0004190	aspartic-type endopeptidase activity
CAGL0E01793g	GO:0008233	peptidase activity
CAGL0E01793g	GO:0016787	hydrolase activity
CAGL0E01793g	GO:0070001	aspartic-type peptidase activity
CAGL0E01793g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01815g	GO:0004175	endopeptidase activity
CAGL0E01815g	GO:0004190	aspartic-type endopeptidase activity
CAGL0E01815g	GO:0008233	peptidase activity
CAGL0E01815g	GO:0016787	hydrolase activity
CAGL0E01815g	GO:0070001	aspartic-type peptidase activity
CAGL0E01815g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01837g	GO:0004175	endopeptidase activity
CAGL0E01837g	GO:0004190	aspartic-type endopeptidase activity
CAGL0E01837g	GO:0008233	peptidase activity
CAGL0E01837g	GO:0016787	hydrolase activity
CAGL0E01837g	GO:0070001	aspartic-type peptidase activity
CAGL0E01837g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01859g	GO:0004175	endopeptidase activity
CAGL0E01859g	GO:0004190	aspartic-type endopeptidase activity
CAGL0E01859g	GO:0008233	peptidase activity
CAGL0E01859g	GO:0016787	hydrolase activity
CAGL0E01859g	GO:0070001	aspartic-type peptidase activity
CAGL0E01859g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01881g	GO:0004175	endopeptidase activity
CAGL0E01881g	GO:0004190	aspartic-type endopeptidase activity
CAGL0E01881g	GO:0008233	peptidase activity
CAGL0E01881g	GO:0016787	hydrolase activity
CAGL0E01881g	GO:0070001	aspartic-type peptidase activity
CAGL0E01881g	GO:0140096	catalytic activity, acting on a protein
CAGL0E01903g	GO:0008168	methyltransferase activity
CAGL0E01903g	GO:0008171	O-methyltransferase activity
CAGL0E01903g	GO:0008173	RNA methyltransferase activity
CAGL0E01903g	GO:0008175	tRNA methyltransferase activity
CAGL0E01903g	GO:0016740	transferase activity
CAGL0E01903g	GO:0016741	transferase activity, transferring one-carbon groups
CAGL0E01903g	GO:0062105	RNA 2'-O-methyltransferase activity
CAGL0E01903g	GO:0106050	tRNA 2'-O-methyltransferase activity
CAGL0E01903g	GO:0140098	catalytic activity, acting on RNA
CAGL0E01903g	GO:0140101	catalytic activity, acting on a tRNA
CAGL0E01903g	GO:0140640	catalytic activity, acting on a nucleic acid
CAGL0E01925g	GO:0003676	nucleic acid binding
CAGL0E01925g	GO:0004809	tRNA (guanine-N2-)-methyltransferase activity
CAGL0E01925g	GO:0008168	methyltransferase activity
CAGL0E01925g	GO:0008170	N-methyltransferase activity
CAGL0E01925g	GO:0008173	RNA methyltransferase activity
CAGL0E01925g	GO:0008175	tRNA methyltransferase activity
CAGL0E01925g	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
CAGL0E01925g	GO:0016423	tRNA (guanine) methyltransferase activity
CAGL0E01925g	GO:0016740	transferase activity
CAGL0E01925g	GO:0016741	transferase activity, transferring one-carbon groups
